invoice_id,customer_id,product_id,invoice_date,quantity,unit_price,discount_pct,billed_amount
INV465,C37,P0,2024-08-23,19,100.54,5,1814.75
INV466,C16,P7,2024-08-31,35,179.93,0,6297.55
INV467,C41,P8,2024-11-09,15,140.17,0,2102.55
INV468,C31,P4,2024-10-31,24,69.45,10,1500.12
INV469,C11,P4,2024-10-13,26,64.6,0,1679.6
INV470,C31,P7,2024-07-15,19,179.93,0,3418.67
INV471,C2,P8,2024-11-04,16,140.17,0,2242.72
INV472,C14,P6,2024-11-19,29,58.71,0,1702.59
INV473,C31,P3,2024-11-25,22,139.8,0,3075.6
INV474,C21,P8,2024-06-17,16,122.91,5,1868.23
INV475,C41,P8,2024-06-26,25,140.17,0,3504.25
INV476,C18,P4,2024-09-12,27,73.4,0,1981.8
INV477,C10,P0,2024-07-19,30,106.18,0,3185.4
INV478,C46,P8,2024-11-21,11,140.17,0,1541.87
INV479,C4,P3,2024-07-22,16,139.8,0,2236.8
INV480,C32,P1,2024-11-13,20,192.61,0,3852.2
INV481,C20,P4,2024-10-12,17,73.4,0,1247.8
INV482,C17,P9,2024-07-16,19,156.21,0,2967.99
INV483,C29,P5,2024-09-01,20,73.4,0,1468.0
INV484,C43,P0,2024-08-14,17,93.08,5,1503.24
INV485,C18,P6,2024-07-25,16,51.3,5,779.76
INV486,C5,P3,2024-09-16,24,139.8,0,3355.2
INV487,C7,P3,2024-09-02,22,128.77,5,2691.29
INV488,C19,P7,2024-08-25,25,179.93,0,4498.25
INV489,C36,P9,2024-07-06,18,156.21,0,2811.78
INV490,C41,P4,2024-11-17,9,73.4,0,660.6
INV491,C7,P5,2024-09-09,16,73.4,0,1174.4
INV492,C43,P9,2024-06-09,30,156.21,0,4686.3
INV493,C24,P6,2024-08-06,18,58.71,0,1056.78
INV494,C34,P2,2024-09-21,19,139.64,10,2387.84
INV495,C16,P1,2024-11-20,16,192.61,0,3081.76
INV496,C26,P1,2024-08-07,24,164.51,10,3553.42
INV497,C0,P0,2024-06-22,26,93.35,10,2184.39
INV498,C28,P3,2024-10-17,21,123.61,5,2466.02
INV499,C11,P9,2024-09-23,10,156.21,0,1562.1
INV500,C46,P6,2024-08-10,25,58.71,0,1467.75
INV501,C13,P3,2024-06-23,20,139.8,0,2796.0
INV502,C44,P7,2024-07-11,17,179.93,0,3058.81
INV503,C45,P8,2024-08-07,17,130.04,0,2210.68
INV504,C0,P2,2024-09-19,18,135.94,5,2324.57
INV505,C23,P7,2024-06-04,15,179.93,0,2698.95
INV506,C22,P4,2024-09-24,19,66.19,5,1194.73
INV507,C40,P8,2024-07-24,18,130.68,10,2117.02
INV508,C39,P6,2024-09-11,17,58.71,0,998.07
INV509,C2,P2,2024-08-25,16,150.36,10,2165.18
INV510,C46,P8,2024-10-19,19,140.17,0,2663.23
INV511,C36,P8,2024-09-20,25,140.17,0,3504.25
INV512,C47,P5,2024-07-09,9,73.4,0,660.6
INV513,C20,P7,2024-06-16,12,179.93,0,2159.16
INV514,C9,P1,2024-06-09,11,192.61,0,2118.71
INV515,C21,P8,2024-06-17,21,122.91,5,2452.05
INV516,C24,P4,2024-09-09,5,62.65,0,313.25
INV517,C24,P2,2024-07-06,15,159.8,0,2397.0
INV518,C38,P5,2024-06-01,14,73.4,0,1027.6
INV519,C16,P1,2024-11-16,15,192.61,0,2889.15
INV520,C5,P3,2024-07-22,15,139.8,0,2097.0
INV521,C48,P6,2024-08-04,17,58.71,0,998.07
INV522,C35,P3,2024-10-24,14,139.8,0,1957.2
INV523,C32,P1,2024-10-10,21,192.61,0,4044.81
INV524,C5,P8,2024-11-24,20,140.17,0,2803.4
INV525,C4,P5,2024-06-13,31,73.4,0,2275.4
INV526,C18,P9,2024-08-28,15,156.21,0,2343.15
INV527,C22,P1,2024-09-28,25,192.61,0,4815.25
INV528,C7,P6,2024-09-27,21,51.29,0,1077.09
INV529,C18,P2,2024-08-11,17,159.8,0,2716.6
INV530,C26,P0,2024-10-12,18,94.86,10,1536.73
INV531,C13,P4,2024-09-26,8,68.38,0,547.04
INV532,C49,P8,2024-06-19,13,140.17,0,1822.21
INV533,C29,P6,2024-07-03,9,58.71,0,528.39
INV534,C14,P6,2024-06-14,18,58.71,0,1056.78
INV535,C40,P8,2024-10-14,4,130.68,5,496.58
INV536,C16,P1,2024-06-06,21,192.61,0,4044.81
INV537,C19,P8,2024-11-24,18,140.17,0,2523.06
INV538,C2,P9,2024-09-06,20,156.21,0,3124.2
INV539,C23,P9,2024-11-13,12,140.61,5,1602.95
INV540,C37,P3,2024-07-11,13,129.48,5,1599.08
INV541,C19,P2,2024-09-19,21,159.8,0,3355.8
INV542,C21,P2,2024-10-12,16,159.8,0,2556.8
INV543,C32,P5,2024-09-08,16,66.03,10,950.83
INV544,C3,P0,2024-08-22,13,95.03,10,1111.85
INV545,C14,P5,2024-11-26,26,73.4,0,1908.4
INV546,C21,P3,2024-09-06,11,139.8,0,1537.8
INV547,C0,P0,2024-07-15,21,93.35,10,1764.32
INV548,C35,P2,2024-10-07,16,159.8,0,2556.8
INV549,C45,P9,2024-11-07,13,133.19,5,1644.9
INV550,C49,P2,2024-08-24,27,159.8,0,4314.6
INV551,C14,P3,2024-09-01,20,139.8,0,2796.0
INV552,C18,P7,2024-08-31,21,156.16,10,2951.42
INV553,C41,P1,2024-11-15,22,192.61,0,4237.42
INV554,C46,P3,2024-07-17,27,124.63,0,3365.01
INV555,C49,P2,2024-08-01,21,159.8,0,3355.8
INV556,C17,P6,2024-10-16,26,58.71,0,1526.46
INV557,C35,P7,2024-11-21,19,179.93,0,3418.67
INV558,C26,P7,2024-11-26,15,162.23,10,2190.1
INV559,C5,P8,2024-07-09,17,140.17,0,2382.89
INV560,C36,P8,2024-08-21,24,140.17,0,3364.08
INV561,C42,P5,2024-11-15,9,63.98,0,575.82
INV562,C36,P1,2024-09-06,20,178.21,15,3029.57
INV563,C12,P3,2024-10-13,11,139.8,0,1537.8
INV564,C3,P0,2024-07-25,23,95.03,10,1967.12
INV565,C0,P5,2024-07-08,13,73.4,0,954.2
INV566,C48,P9,2024-08-31,22,156.21,0,3436.62
INV567,C44,P3,2024-08-22,13,139.8,0,1817.4
INV568,C3,P7,2024-06-23,16,179.93,0,2878.88
INV569,C23,P8,2024-07-25,16,140.17,0,2242.72
INV570,C4,P3,2024-09-18,18,139.8,0,2516.4
INV571,C38,P0,2024-09-21,13,106.18,0,1380.34
INV572,C44,P2,2024-07-09,22,159.8,0,3515.6
INV573,C22,P2,2024-11-05,19,159.8,0,3036.2
INV574,C28,P4,2024-08-26,15,73.4,0,1101.0
INV575,C46,P6,2024-07-15,15,58.71,0,880.65
INV576,C1,P4,2024-10-12,24,69.48,0,1667.52
INV577,C32,P0,2024-10-04,16,106.18,0,1698.88
INV578,C35,P1,2024-06-28,17,180.04,5,2907.65
INV579,C46,P5,2024-10-05,16,62.49,10,899.86
INV580,C27,P7,2024-08-11,22,156.06,0,3433.32
INV581,C41,P0,2024-11-04,20,106.18,0,2123.6
INV582,C0,P1,2024-09-01,20,192.61,0,3852.2
INV583,C48,P4,2024-08-03,28,73.4,0,2055.2
INV584,C23,P9,2024-06-17,16,140.61,5,2137.27
INV585,C48,P2,2024-06-07,24,159.8,0,3835.2
INV586,C42,P8,2024-10-09,21,140.17,0,2943.57
INV587,C31,P9,2024-10-02,26,156.21,0,4061.46
INV588,C8,P7,2024-07-26,25,179.93,0,4498.25
INV589,C40,P6,2024-11-04,17,58.71,0,998.07
INV590,C45,P8,2024-10-24,27,130.04,0,3511.08
INV591,C31,P7,2024-06-22,20,179.93,0,3598.6
INV592,C39,P3,2024-08-18,12,139.8,0,1677.6
INV593,C44,P5,2024-08-18,12,73.4,0,880.8
INV594,C39,P6,2024-08-01,11,58.71,0,645.81
INV595,C10,P9,2024-09-15,28,156.21,0,4373.88
INV596,C1,P0,2024-10-15,24,106.18,0,2548.32
INV597,C24,P3,2024-10-14,9,139.8,0,1258.2
INV598,C47,P6,2024-07-28,24,58.71,0,1409.04
INV599,C18,P6,2024-08-31,11,51.3,5,536.08
INV600,C25,P3,2024-08-01,15,139.8,0,2097.0
INV601,C12,P5,2024-06-16,16,73.4,0,1174.4
INV602,C39,P1,2024-09-02,26,171.89,10,4022.23
INV603,C10,P0,2024-06-02,14,106.18,0,1486.52
INV604,C22,P1,2024-08-01,14,192.61,0,2696.54
INV605,C37,P8,2024-11-13,23,140.17,0,3223.91
INV606,C29,P4,2024-09-30,17,73.4,0,1247.8
INV607,C6,P5,2024-08-13,22,66.73,0,1468.06
INV608,C3,P6,2024-09-27,15,58.71,0,880.65
INV609,C36,P3,2024-11-08,19,139.8,0,2656.2
INV610,C21,P5,2024-10-03,26,73.4,0,1908.4
INV611,C4,P7,2024-07-16,22,179.93,0,3958.46
INV612,C45,P7,2024-11-04,12,162.87,5,1856.72
INV613,C17,P1,2024-06-08,16,176.5,5,2682.8
INV614,C37,P3,2024-10-18,18,129.48,5,2214.11
INV615,C31,P9,2024-09-17,19,156.21,0,2967.99
INV616,C15,P0,2024-07-05,24,106.18,0,2548.32
INV617,C47,P4,2024-07-05,27,73.4,0,1981.8
INV618,C35,P6,2024-09-07,29,51.78,0,1501.62
INV619,C9,P2,2024-06-25,12,159.8,0,1917.6
INV620,C18,P1,2024-08-13,14,192.61,0,2696.54
INV621,C47,P2,2024-08-26,8,159.8,0,1278.4
INV622,C4,P2,2024-10-27,12,144.45,10,1560.06
INV623,C24,P1,2024-11-02,22,170.95,0,3760.9
INV624,C22,P4,2024-11-19,20,66.19,0,1323.8
INV625,C24,P8,2024-10-28,15,125.29,5,1785.38
INV626,C3,P0,2024-10-21,16,95.03,10,1368.43
INV627,C49,P0,2024-09-01,30,106.18,0,3185.4
INV628,C49,P0,2024-09-27,6,106.18,0,637.08
INV629,C39,P5,2024-06-20,31,73.4,0,2275.4
INV630,C25,P1,2024-07-07,25,192.61,0,4815.25
INV631,C25,P7,2024-09-16,18,179.93,0,3238.74
INV632,C7,P7,2024-11-05,27,179.93,0,4858.11
INV633,C15,P6,2024-07-15,18,58.71,0,1056.78
INV634,C8,P2,2024-11-26,19,159.8,0,3036.2
INV635,C29,P3,2024-10-02,29,139.8,0,4054.2
INV636,C10,P1,2024-11-25,19,169.59,0,3222.21
INV637,C19,P1,2024-09-10,29,174.83,5,4816.57
INV638,C14,P4,2024-08-23,17,73.4,0,1247.8
INV639,C45,P7,2024-09-01,16,162.87,5,2475.62
INV640,C38,P0,2024-11-11,11,106.18,0,1167.98
INV641,C36,P9,2024-08-25,17,156.21,0,2655.57
INV642,C30,P6,2024-06-11,14,53.92,10,679.39
INV643,C4,P5,2024-06-10,13,73.4,0,954.2
INV644,C34,P6,2024-10-23,19,58.71,0,1115.49
INV645,C33,P8,2024-06-22,23,123.1,10,2548.17
INV646,C11,P7,2024-10-23,26,179.93,0,4678.18
INV647,C38,P0,2024-07-02,26,106.18,0,2760.68
INV648,C26,P4,2024-08-21,20,73.4,0,1468.0
INV649,C11,P5,2024-08-10,14,73.4,0,1027.6
INV650,C15,P6,2024-07-09,19,58.71,0,1115.49
INV651,C39,P0,2024-10-12,21,106.18,0,2229.78
INV652,C25,P5,2024-10-10,23,73.4,0,1688.2
INV653,C37,P7,2024-07-23,17,159.25,5,2571.89
INV654,C44,P5,2024-10-28,21,73.4,0,1541.4
INV655,C7,P8,2024-06-06,18,140.17,0,2523.06
INV656,C2,P0,2024-07-29,25,91.55,5,2174.31
INV657,C24,P8,2024-07-01,16,125.29,0,2004.64
INV658,C38,P5,2024-10-10,24,73.4,0,1761.6
INV659,C12,P0,2024-11-11,19,106.18,0,2017.42
INV660,C16,P7,2024-07-28,29,179.93,0,5217.97
INV661,C25,P6,2024-11-03,24,54.76,0,1314.24
INV662,C1,P5,2024-10-23,18,62.87,0,1131.66
INV663,C17,P4,2024-09-02,16,65.12,5,989.82
INV664,C39,P2,2024-09-24,22,141.87,0,3121.14
INV665,C43,P4,2024-10-06,19,73.4,0,1394.6
INV666,C0,P2,2024-08-14,19,135.94,5,2453.72
INV667,C14,P0,2024-10-14,17,90.43,15,1306.71
INV668,C0,P7,2024-07-12,18,179.93,0,3238.74
INV669,C42,P0,2024-11-07,21,106.18,0,2229.78
INV670,C39,P6,2024-07-26,18,58.71,0,1056.78
INV671,C36,P2,2024-07-24,13,159.8,0,2077.4
INV672,C10,P7,2024-07-19,18,179.93,0,3238.74
INV673,C39,P2,2024-09-11,17,141.87,5,2291.2
INV674,C18,P7,2024-06-28,26,156.16,10,3654.14
INV675,C25,P0,2024-07-13,18,106.18,0,1911.24
INV676,C31,P0,2024-09-13,18,106.18,0,1911.24
INV677,C18,P9,2024-09-07,14,156.21,0,2186.94
INV678,C27,P0,2024-11-17,18,106.18,0,1911.24
INV679,C11,P7,2024-09-22,15,179.93,0,2698.95
INV680,C8,P7,2024-08-15,17,179.93,0,3058.81
INV681,C44,P8,2024-07-04,15,140.17,0,2102.55
INV682,C41,P8,2024-06-26,22,140.17,0,3083.74
INV683,C18,P2,2024-10-30,11,159.8,0,1757.8
INV684,C11,P8,2024-07-14,19,132.77,10,2270.37
INV685,C30,P1,2024-08-23,9,192.61,0,1733.49
INV686,C47,P6,2024-09-20,17,58.71,0,998.07
INV687,C29,P2,2024-09-30,21,142.76,10,2698.16
INV688,C21,P4,2024-09-24,17,73.4,0,1247.8
INV689,C45,P3,2024-07-16,22,139.8,0,3075.6
INV690,C4,P5,2024-09-21,9,73.4,0,660.6
INV691,C22,P3,2024-08-30,28,139.8,0,3914.4
INV692,C21,P7,2024-10-29,23,155.99,5,3408.38
INV693,C9,P8,2024-11-27,24,140.17,0,3364.08
INV694,C44,P4,2024-07-25,18,73.4,0,1321.2
INV695,C37,P4,2024-08-12,12,73.4,0,880.8
INV696,C10,P6,2024-08-29,24,58.71,0,1409.04
INV697,C27,P9,2024-09-02,19,134.24,5,2423.03
INV698,C30,P3,2024-08-28,23,139.8,0,3215.4
INV699,C39,P4,2024-09-19,21,73.4,0,1541.4
INV700,C41,P5,2024-11-17,20,73.4,0,1468.0
INV701,C7,P0,2024-06-17,21,106.18,0,2229.78
INV702,C37,P0,2024-08-17,27,100.54,5,2578.85
INV703,C13,P7,2024-10-21,25,159.56,10,3590.1
INV704,C48,P4,2024-11-10,12,73.4,0,880.8
INV705,C33,P9,2024-07-17,20,156.21,0,3124.2
INV706,C5,P1,2024-10-24,18,167.55,5,2865.1
INV707,C13,P6,2024-10-06,16,58.71,0,939.36
INV708,C42,P2,2024-08-20,22,159.8,0,3515.6
INV709,C34,P9,2024-11-23,10,146.88,5,1395.36
INV710,C16,P6,2024-09-15,32,58.71,0,1878.72
INV711,C35,P5,2024-07-28,20,73.4,0,1468.0
INV712,C14,P3,2024-07-10,15,139.8,0,2097.0
INV713,C3,P9,2024-06-28,20,156.21,0,3124.2
INV714,C2,P5,2024-10-14,20,68.51,5,1301.69
INV715,C8,P6,2024-07-15,25,58.71,0,1467.75
INV716,C43,P2,2024-09-11,22,159.8,0,3515.6
INV717,C34,P9,2024-10-24,19,146.88,0,2790.72
INV718,C44,P6,2024-09-02,20,50.69,15,861.73
INV719,C45,P3,2024-09-01,27,139.8,0,3774.6
INV720,C17,P7,2024-09-30,20,179.93,0,3598.6
INV721,C19,P5,2024-09-20,26,73.4,0,1908.4
INV722,C41,P0,2024-09-04,32,106.18,0,3397.76
INV723,C40,P2,2024-10-11,19,159.8,0,3036.2
INV724,C21,P6,2024-06-11,19,58.71,0,1115.49
INV725,C8,P6,2024-06-14,23,58.71,0,1350.33
INV726,C40,P8,2024-06-23,19,130.68,15,2110.48
INV727,C22,P8,2024-11-03,14,140.17,0,1962.38
INV728,C46,P8,2024-08-13,27,140.17,0,3784.59
INV729,C29,P6,2024-10-05,14,58.71,0,821.94
INV730,C34,P4,2024-10-27,30,73.4,0,2202.0
INV731,C16,P1,2024-08-15,16,192.61,0,3081.76
INV732,C17,P2,2024-08-29,17,159.8,0,2716.6
INV733,C41,P3,2024-10-08,11,119.44,0,1313.84
INV734,C14,P7,2024-06-07,14,179.93,0,2519.02
INV735,C39,P0,2024-08-02,16,106.18,0,1698.88
INV736,C20,P7,2024-08-08,7,179.93,0,1259.51
INV737,C28,P4,2024-11-05,17,73.4,0,1247.8
INV738,C6,P3,2024-10-02,24,139.8,0,3355.2
INV739,C14,P3,2024-11-22,20,139.8,0,2796.0
INV740,C41,P4,2024-08-03,17,73.4,0,1247.8
INV741,C28,P3,2024-06-25,17,123.61,5,1996.3
INV742,C21,P1,2024-09-08,21,171.14,5,3414.24
INV743,C33,P5,2024-09-08,17,69.66,10,1065.8
INV744,C18,P5,2024-08-09,14,73.4,0,1027.6
INV745,C49,P1,2024-06-05,15,192.61,0,2889.15
INV746,C36,P5,2024-08-07,17,73.4,0,1247.8
INV747,C41,P8,2024-09-14,20,140.17,0,2803.4
INV748,C41,P2,2024-08-24,26,136.52,5,3372.04
INV749,C31,P1,2024-09-24,19,192.61,0,3659.59
INV750,C23,P0,2024-09-04,25,91.12,0,2278.0
INV751,C30,P7,2024-10-07,14,179.93,0,2519.02
INV752,C6,P9,2024-09-19,25,156.21,0,3905.25
INV753,C32,P0,2024-07-17,16,106.18,0,1698.88
INV754,C1,P9,2024-06-24,20,156.21,0,3124.2
INV755,C10,P7,2024-07-20,22,179.93,0,3958.46
INV756,C11,P2,2024-06-27,21,159.8,0,3355.8
INV757,C15,P1,2024-07-30,14,192.61,0,2696.54
INV758,C9,P9,2024-07-10,18,146.58,0,2638.44
INV759,C41,P4,2024-06-22,14,73.4,0,1027.6
INV760,C26,P8,2024-08-19,18,140.17,0,2523.06
INV761,C1,P7,2024-08-12,19,179.93,0,3418.67
INV762,C31,P8,2024-11-23,10,140.17,0,1401.7
INV763,C23,P5,2024-11-02,22,73.4,0,1614.8
INV764,C1,P4,2024-11-03,15,69.48,0,1042.2
INV765,C20,P9,2024-09-18,13,138.56,5,1711.22
INV766,C13,P1,2024-10-06,17,175.92,0,2990.64
INV767,C5,P3,2024-11-20,17,139.8,0,2376.6
INV768,C15,P3,2024-09-04,22,139.8,0,3075.6
INV769,C17,P5,2024-10-29,16,73.4,0,1174.4
INV770,C39,P2,2024-10-18,11,141.87,0,1560.57
INV771,C13,P6,2024-07-16,14,58.71,0,821.94
INV772,C40,P5,2024-07-14,11,73.4,0,807.4
INV773,C22,P7,2024-10-01,17,179.93,0,3058.81
INV774,C30,P2,2024-06-17,21,159.8,0,3355.8
INV775,C22,P7,2024-10-19,31,179.93,0,5577.83
INV776,C8,P5,2024-10-31,18,73.4,0,1321.2
INV777,C4,P8,2024-08-11,13,121.12,5,1495.83
INV778,C22,P6,2024-07-24,19,51.8,5,934.99
INV779,C25,P2,2024-06-20,13,137.86,5,1702.57
INV780,C46,P0,2024-08-20,20,106.18,0,2123.6
INV781,C7,P2,2024-11-08,22,159.8,0,3515.6
INV782,C26,P3,2024-09-17,16,139.8,0,2236.8
INV783,C18,P5,2024-11-20,24,73.4,0,1761.6
INV784,C21,P3,2024-09-19,22,139.8,0,3075.6
INV785,C18,P7,2024-07-12,20,156.16,10,2810.88
INV786,C22,P8,2024-06-20,9,140.17,0,1261.53
INV787,C11,P6,2024-06-11,22,58.71,0,1291.62
INV788,C37,P1,2024-11-18,17,192.61,0,3274.37
INV789,C37,P0,2024-11-17,21,100.54,0,2111.34
INV790,C46,P7,2024-06-07,22,154.08,0,3389.76
INV791,C24,P9,2024-09-10,21,156.21,0,3280.41
INV792,C36,P4,2024-08-27,25,73.4,0,1835.0
INV793,C3,P0,2024-06-07,19,95.03,0,1805.57
INV794,C40,P6,2024-11-20,14,58.71,0,821.94
INV795,C46,P8,2024-06-26,25,140.17,0,3504.25
INV796,C32,P3,2024-06-14,15,139.8,0,2097.0
INV797,C16,P2,2024-11-05,22,138.85,5,2901.96
INV798,C37,P6,2024-06-07,15,58.71,0,880.65
INV799,C6,P1,2024-07-22,17,192.61,0,3274.37
INV800,C33,P3,2024-10-23,22,139.8,0,3075.6
INV801,C3,P0,2024-08-10,12,95.03,5,1083.34
INV802,C34,P7,2024-10-30,24,179.93,0,4318.32
INV803,C42,P8,2024-10-24,21,140.17,0,2943.57
INV804,C30,P3,2024-11-12,24,139.8,0,3355.2
INV805,C3,P5,2024-08-05,22,73.4,0,1614.8
INV806,C17,P9,2024-06-01,10,156.21,0,1562.1
INV807,C43,P7,2024-10-30,19,155.99,10,2667.43
INV808,C30,P4,2024-06-30,22,73.4,0,1614.8
INV809,C36,P5,2024-09-02,13,73.4,0,954.2
INV810,C32,P4,2024-06-15,21,68.37,5,1363.98
INV811,C43,P5,2024-06-18,21,65.24,10,1233.04
INV812,C43,P5,2024-11-12,15,65.24,10,880.74
INV813,C17,P3,2024-09-21,20,139.8,0,2796.0
INV814,C1,P5,2024-11-17,24,62.87,5,1433.44
INV815,C15,P6,2024-11-03,19,58.71,0,1115.49
INV816,C48,P8,2024-11-20,24,128.56,10,2776.9
INV817,C9,P6,2024-09-30,12,58.71,0,704.52
INV818,C46,P2,2024-08-22,23,159.8,0,3675.4
INV819,C34,P5,2024-10-18,19,73.4,0,1394.6
INV820,C18,P2,2024-10-14,17,159.8,0,2716.6
INV821,C46,P3,2024-11-26,11,124.63,5,1302.38
INV822,C22,P2,2024-06-09,10,159.8,0,1598.0
INV823,C37,P1,2024-11-16,27,192.61,0,5200.47
INV824,C43,P0,2024-06-10,29,93.08,5,2564.35
INV825,C48,P8,2024-07-20,15,128.56,0,1928.4
INV826,C25,P8,2024-11-11,8,140.17,0,1121.36
INV827,C13,P1,2024-07-29,22,175.92,0,3870.24
INV828,C46,P8,2024-08-07,15,140.17,0,2102.55
INV829,C2,P9,2024-10-14,14,156.21,0,2186.94
INV830,C4,P8,2024-10-26,6,121.12,5,690.38
INV831,C1,P9,2024-07-15,20,156.21,0,3124.2
INV832,C46,P1,2024-09-19,18,192.61,0,3466.98
INV833,C34,P6,2024-07-23,23,58.71,0,1350.33
INV834,C0,P2,2024-11-18,24,135.94,5,3099.43
INV835,C27,P0,2024-10-25,20,106.18,0,2123.6
INV836,C48,P4,2024-11-01,26,73.4,0,1908.4
INV837,C39,P5,2024-08-16,22,73.4,0,1614.8
INV838,C21,P2,2024-11-20,14,159.8,0,2237.2
INV839,C21,P4,2024-06-26,16,73.4,0,1174.4
INV840,C22,P6,2024-09-04,18,51.8,5,885.78
INV841,C22,P0,2024-10-27,20,94.06,0,1881.2
INV842,C44,P1,2024-08-27,23,179.39,0,4125.97
INV843,C41,P6,2024-07-20,18,55.64,5,951.44
INV844,C30,P4,2024-08-29,20,73.4,0,1468.0
INV845,C48,P6,2024-10-26,17,58.71,0,998.07
INV846,C16,P8,2024-06-25,17,140.17,0,2382.89
INV847,C10,P8,2024-07-08,13,140.17,0,1822.21
INV848,C1,P7,2024-06-03,15,179.93,0,2698.95
INV849,C23,P2,2024-10-24,23,159.8,0,3675.4
INV850,C23,P2,2024-06-01,15,159.8,0,2397.0
INV851,C42,P1,2024-08-28,17,192.61,0,3274.37
INV852,C22,P2,2024-06-25,21,159.8,0,3355.8
INV853,C33,P7,2024-10-24,17,179.93,0,3058.81
INV854,C5,P4,2024-09-30,15,73.4,0,1101.0
INV855,C9,P8,2024-06-18,17,140.17,0,2382.89
INV856,C8,P3,2024-11-15,12,139.8,0,1677.6
INV857,C3,P0,2024-06-16,18,95.03,10,1539.49
INV858,C4,P6,2024-06-05,21,58.71,0,1232.91
INV859,C1,P3,2024-11-17,10,139.8,0,1398.0
INV860,C40,P7,2024-08-06,10,179.93,0,1799.3
INV861,C8,P4,2024-06-11,6,66.35,5,378.19
INV862,C12,P3,2024-09-28,19,139.8,0,2656.2
INV863,C8,P3,2024-10-08,22,139.8,0,3075.6
INV864,C20,P6,2024-11-04,17,51.54,5,832.37
INV865,C30,P8,2024-07-01,32,140.17,0,4485.44
INV866,C16,P1,2024-10-31,23,192.61,0,4430.03
INV867,C41,P6,2024-08-09,18,55.64,0,1001.52
INV868,C10,P5,2024-08-23,23,66.14,0,1521.22
INV869,C18,P7,2024-09-13,18,156.16,10,2529.79
INV870,C34,P6,2024-06-14,18,58.71,0,1056.78
INV871,C24,P5,2024-11-26,16,73.4,0,1174.4
INV872,C18,P9,2024-06-17,17,156.21,0,2655.57
INV873,C26,P9,2024-07-04,17,156.21,0,2655.57
INV874,C17,P6,2024-10-12,22,58.71,0,1291.62
INV875,C16,P7,2024-08-14,20,179.93,0,3598.6
INV876,C33,P2,2024-08-14,26,159.8,0,4154.8
INV877,C25,P4,2024-07-24,22,64.62,0,1421.64
INV878,C7,P2,2024-06-20,17,159.8,0,2716.6
INV879,C6,P8,2024-09-17,23,140.17,0,3223.91
INV880,C3,P2,2024-10-01,22,151.32,10,2996.14
INV881,C6,P0,2024-11-19,22,106.18,0,2335.96
INV882,C35,P4,2024-10-05,20,73.4,0,1468.0
INV883,C47,P2,2024-09-24,28,159.8,0,4474.4
INV884,C13,P0,2024-10-02,23,106.18,0,2442.14
INV885,C49,P5,2024-08-18,12,73.4,0,880.8
INV886,C49,P3,2024-06-08,23,139.8,0,3215.4
INV887,C12,P8,2024-09-06,24,140.17,0,3364.08
INV888,C31,P3,2024-06-13,18,139.8,0,2516.4
INV889,C33,P1,2024-11-06,14,192.61,0,2696.54
INV890,C13,P7,2024-08-30,16,159.56,0,2552.96
INV891,C13,P8,2024-07-26,20,140.17,0,2803.4
INV892,C21,P2,2024-06-16,25,159.8,0,3995.0
INV893,C42,P0,2024-08-19,16,106.18,0,1698.88
INV894,C20,P6,2024-09-02,19,51.54,0,979.26
INV895,C15,P2,2024-09-13,21,159.8,0,3355.8
INV896,C41,P8,2024-08-05,25,140.17,0,3504.25
INV897,C28,P5,2024-09-18,26,73.4,0,1908.4
INV898,C32,P0,2024-10-10,13,106.18,0,1380.34
INV899,C42,P0,2024-06-28,16,106.18,0,1698.88
INV900,C5,P1,2024-08-26,23,167.55,10,3468.29
INV901,C48,P7,2024-06-18,9,179.93,0,1619.37
INV902,C42,P6,2024-11-17,26,54.0,10,1263.6
INV903,C29,P9,2024-09-06,24,133.53,0,3204.72
INV904,C0,P3,2024-07-19,13,139.8,0,1817.4
INV905,C20,P9,2024-08-17,26,138.56,5,3422.43
INV906,C41,P2,2024-11-26,30,136.52,5,3890.82
INV907,C46,P6,2024-08-22,19,58.71,0,1115.49
INV908,C34,P5,2024-10-04,20,73.4,0,1468.0
INV909,C33,P0,2024-07-01,18,106.18,0,1911.24
INV910,C16,P5,2024-10-20,22,64.95,5,1357.46
INV911,C21,P2,2024-07-26,11,159.8,0,1757.8
INV912,C33,P2,2024-09-22,21,159.8,0,3355.8
INV913,C0,P4,2024-06-16,15,73.4,0,1101.0
INV914,C39,P9,2024-08-19,14,156.21,0,2186.94
INV915,C42,P0,2024-09-29,21,106.18,0,2229.78
INV916,C33,P3,2024-08-17,19,139.8,0,2656.2
INV917,C1,P9,2024-11-25,17,156.21,0,2655.57
INV918,C5,P5,2024-07-02,19,68.19,15,1101.27
INV919,C46,P4,2024-07-28,13,73.4,0,954.2
INV920,C44,P0,2024-06-23,30,106.18,0,3185.4
INV921,C14,P9,2024-09-05,9,135.5,0,1219.5
INV922,C26,P8,2024-08-08,18,140.17,0,2523.06
INV923,C25,P2,2024-08-18,22,137.86,0,3032.92
INV924,C32,P8,2024-11-16,22,140.17,0,3083.74
INV925,C6,P8,2024-06-01,21,140.17,0,2943.57
INV926,C5,P6,2024-06-10,14,58.71,0,821.94
INV927,C35,P4,2024-10-04,16,73.4,0,1174.4
INV928,C46,P9,2024-07-21,22,156.21,0,3436.62
INV929,C40,P0,2024-08-03,20,98.12,5,1864.28
INV930,C1,P3,2024-09-22,26,139.8,0,3634.8
